primaryTitle,titleType,genres,directors,writers,averageRating,numVotes,actors,original_language,production_companies,release_date,budget,revenue,runtime,keywords,trailer_views,trailer_likes
A Monster in Paris,movie,"Adventure,Animation,Comedy",Bibo Bergeron,"Stéphane Kazandjian,Bibo Bergeron",6.7,23339.0,"Gad Elmaleh,Vanessa Paradis,Philippe Peythieu,Ludivine Sagnier,Bruno Salomone,Sophie Arthuys,Sébastien Desjours,François Cluzet,Mathew Buck,Matthieu Chedid,Julie Ferrier",fr,France 3 Cinéma-EuropaCorp-Bibo Films-Walking The Dog,2011-10-12,25000000.0,26611650.0,90.0,paris france-monster,13722752.788797235,9428178.849985093
The Anarchist's Wife,movie,"Drama,History","Marie Noëlle,Peter Sehr","Marie Noëlle,Ray Loriga,Michael S. Kaufman",6.1,602.0,"Nina Hoss,Irene Visedo,Edgar Sehr,Alba Barragan,Adrià Collado,Ainoa Ruiz,Juan Diego Botto,Ivana Baquero,Biel Duran,María Valverde",es,P'Artisan Filmproduktion-Zip Films-KV Entertainment,2008-06-26,0.0,282191.0,112.0,madrid spain-fascism-southern france-spanish civil war-woman director,117104.56997259831,107420.25683993223
High School Musical 3: Senior Year,movie,"Comedy,Drama,Family",Kenny Ortega,Peter Barsocchini,5.0,69693.0,"Zac Efron,Monique Coleman,Corbin Bleu,KayCee Stroh,Brad Jones,Lucas Grabeel,Ashley Tisdale,Vanessa Hudgens,Olesya Rulin,Chris Warren,Ryne Sanborn",en,Walt Disney Pictures-Borden & Rosenbush Entertainment,2008-10-11,11000000.0,25290917.7,117.0,musical-high school-coming of age-high school student-duringcreditsstinger,9302622.843940487,8590800.99372034
The Young Victoria,movie,"Biography,Drama,History",Jean-Marc Vallée,Julian Fellowes,7.2,67957.0,"Harriet Walter,Jeanette Hain,Anne Beecher,Paul Bettany,Jim Broadbent,Ric Hutton,Thomas Kretschmann,Miranda Richardson,Jessica Noad,Benita Harvey,Mark Strong,Lola Brooks,Rupert Friend,Frank Taylor,Judith Thompson,Jesper Christensen,Rhod Walker,Alastair Roberts,Jasmine Greenfield,Emily Blunt",en,GK Films,2009-03-04,35000000.0,29196409.0,105.0,royal family-biography-royalty-period drama-19th century-british monarchy,19897898.18696672,11913789.41755458
The International,movie,"Action,Crime,Drama",Tom Tykwer,Eric Warren Singer,6.5,102228.0,"Brían F. O'Byrne,Haluk Bilginer,Jennifer Shirley,Michel Voletti,Jay Villiers,Meral Okay,Naomi Watts,Armin Mueller-Stahl,Fabrice Scott,Nazmi Kirik,Michael Eisner,Patrick Baladi,Stephan Bohemier,Cezmi Baskin,Ulrich Thomsen,Dolph Lundgren,Oktay Kaynarca,Sahin Irmak,Umut Kurt,Burak Tamdogan,Özgü Namal,Dilber Ay,Clive Owen,Bahri Beyat,Courtney Montgomery",en,Columbia Pictures-X Filme Creative Pool-Studio Babelsberg-Atlas Entertainment-Mosaic Media Group,2009-02-03,50000000.0,6016139.1,118.0,duringcreditsstinger,224090.2399644965,2343529.232311623
Repo! The Genetic Opera,movie,"Horror,Musical,Sci-Fi",Darren Lynn Bousman,"Darren Smith,Terrance Zdunich",6.4,27317.0,"Raeanna Guitard,Christi Esterle,Sarah Brightman,Terrance Zdunich,Jessica Horn,Paul Sorvino,Brad Jones,Paris Hilton,Bill Moseley,Michael Rooker,Kristin Fairlie,J. LaRose,Anthony Head,Shawnee Smith,Ian Blackwood,Alexa PenaVega,Kevin 'ohGr' Ogilvie,Laura Nativo,Sarah Power,Nina Dobrev",en,Lionsgate-Twisted Pictures,2008-07-18,8500000.0,188126.0,98.0,dystopia-cult film-rock musical-2050s,59335.07517410766,73460.7557428783
"Angus, Thongs and Perfect Snogging",movie,"Comedy,Drama,Romance",Gurinder Chadha,"Gurinder Chadha,Paul Mayeda Berges,Will McRobb,Chris Viscardi,Louise Rennison",6.3,30935.0,"Georgia Groome,Aaron Taylor-Johnson,Kimberley Nixon,Georgia Henshaw,Manjeeven Grewal,Karen Taylor,Alan Davies,Eleanor Tomlinson,Tommy Bastow,Sean Bourke",en,Paramount-Nickelodeon Movies-Stella-del-Süd,2008-07-25,0.0,14924998.0,100.0,adolescence-based on novel or book-parent child relationship-becoming an adult-puberty-move-precocity-snogging-coming of age-woman director-based on young adult novel,5569289.349928642,4231680.8148857085
The Ruins,movie,"Adventure,Horror,Thriller",Carter Smith,Scott B. Smith,5.9,87243.0,"Vladimir Antonik,Chaleeda Gilbert,Sergio Calderón,Mark Augden,Gavin Starr Kendall,Evgeniy Mikheev,Mike Taddeo,Bex Taylor-Klaus,Steven Yeun,Balder Moreno,Rhys Darby,Ana Gasteyer,Vanessa Ruiz,Jesse Ramirez,Elma Selman,Dimitri Baveas,Josh Keaton,Patricio Almeida Rodriguez,Anton Lanshakov,Marie Lida,Jena Malone,Tyler Labine,Jonathan Tucker,Chayanit Chansangavej,Jenny Curtis,Shawn Ashmore,Matilda Szydagis,Tan Xiao,Chanya McClory,Patrick Wilson,Vitaliy Shcherbina,Eden Gamliel,Damir Imamovic,Papangkorn Lerkchaleampote,Sinjai Plengpanich,Chris Diamantopoulos,Kimberly Brooks,Jeremy Shada,Andrey Shishkov,Joe Anderson,Perth Tanapon Sukumpantanasan,Maria Pronkina,Ian Hanlin,Pamela Stark,Peter Dizozza,Vladimir Kajevic,Oabnithi Wiwattanawarang,Izudin Bajrovic,Yola Sanko,Juan Lugo,Ric Sechrest,Giles Panton,Chutawut Phatrakampol,Laura Ramsey,Boris Repetur,Edward DiMaio,Audra Callis-Tuskenis,Kittisak Patomburana,Mimi Davila,Ticha Wongthipkanont,Artem Koshman",en,Paramount-DreamWorks Pictures-Spyglass Entertainment-Red Hour-Pacific Film and Television Commission-Internationale Filmproduktion Prometheus,2008-04-02,8000000.0,22818256.0,91.0,mexico-tourist-maya civilization-carnivorous plant-cancún-travel-creature-ruins-archaeological expedition-american tourist,8510934.274703942,8797727.115276264
The Sorcerer's Apprentice,movie,"Action,Adventure,Family",Jon Turteltaub,"Lawrence Konner,Mark Rosenthal,Matt Lopez,Doug Miro,Carlo Bernard",6.1,172975.0,"Deka Beaudine,Johnny Kern,Toby Kebbell,Robert Ginty,Regina Palian,Teresa Palmer,Michael Craig,Eriko Matsui,Mark Wingett,Ally Walker,Tom Fitzsimmons,Brandon De Wilde,Albert Goldingay,Jake Cherry,Yumi Hara,Nula Conwell,Byron Taylor,Jon Iles,Cariba Heine,Jenna Kathleen,Avi K. Garg,Damian Rice,Gideon Emery,Pato Hoffmann,Deneen Melody,Jonathan Segal,Steve Moulton,Tony Goldmark,Micah Cover,Les Hill,Nicolas Cage,Martyn Sanderson,Caroline Craig,Angela Galuppo,Indiana Evans,Alan Napier,James Stephens,Malcolm Ray,Tony Scannell,Nathaniel Lees,Justin Taite,Russell Means,Alfred Molina,Friedrich Schütter,Joe Garcio,Phoebe Tonkin,Mark Lee,Rohan Nichol,Olivia Cristina Delgado,Sonia Arova,Rick Jones,Michael Tomasetti,Shane Briant,James Jarosz,Larry Dann,Brendan Kennedy,Katrina Browne,Roma Maffia,Nao Tamura,Sarah Aubrey,Teresa Baxter,Chad Galea,Ray Henwood,Terence Reis,Ayahi Takagaki,Caitlin Wachs,Portia Bradley,Takuma Terashima,Tony O'Callaghan,Vincent Price,Daiki Yamashita,Kelly LeBrock,Alice Krige,Tamara Chambers,Ken Blackburn,Doug Walker,Burgess Abernethy,Greg Melvill-Smith,Kat Stewart,Max Aust,Drew Neemia,Peter Frechette,Eugenia Joyeun,Hayley Cartwright,Roxanne Burger,Anne Power,Jay Baruchel,Gyton Grantley,Julian McMahon,Edwin Rochelle,James Keane,Holly Gauthier-Frankel,Carolyn Pickles,Tetsuya Kakihara,Charles Perry,Ludek Munzar,Vince Colosimo,Rob Scallon,Walter Banasiak,Freddie Jones,Eric Rodriguez,Corey Taylor,Rodger Corser,Francine Tacker,Rob Walker,Kieren Hutchison,Martin Le Maitre,Cleo Massey,Jôji Nakata,James A. Stephens,Luke Mitchell,Emiri Kato,Robert Davi,Sharon Tyrell,Omar Benson Miller,Alan David Lee,Denise Roberts,Sam Miller,Danielle Carter,Tomoaki Maeno,Beatrice Bradley,Jaroslav Moucka,Clinton Dooley,Diana Dors,Christian Brückner,Erik Hoffstad,Erica Gimpel,Angus McLaren,David J. Stewart,John Houseman,Christopher Ellison,Andrew Robertt,Tom Butcher,Jane Ubrien,Beth Allen,Joe Ploski,Larry Kert,Monica Bellucci,Michael Whaley",en,Walt Disney Pictures-Jerry Bruckheimer Films-Saturn Films-Broken Road Productions-Junction Entertainment,2010-07-13,150000000.0,21528374.2,109.0,witch-magic-mystic-castle-sorcerer's apprentice-sorcery-mission-sorcerer-falling in love-based on movie-reflection-magic trick-wizard-aftercreditsstinger-magical creature-statue-college student-electric power-morgana-magician-magic book-live action remake-electricity-good vs evil-spell & sorcery-merlin-salem witch-magic shop-magic ring-callback-after credits scene-raising the dead,1874730.6532279896,4957680.569421057
Tetro,movie,Drama,Francis Ford Coppola,"Mauricio Kartun,Francis Ford Coppola",6.8,14013.0,"Erica Rivas,Alden Ehrenreich,Mike Amigorena,Klaus Maria Brandauer,Silvia Pérez,Maribel Verdú,Rodrigo de la Serna,Adriana Mastrángelo,Vincent Gallo,Lucas Di Conza",en,American Zoetrope-Zoetrope Argentina-Tornasol Films-BIM Distribuzione-INCAA-Gerencia de Fomento-TVE-Canal+ España,2009-06-11,5000000.0,2852915.0,127.0,confession-based on novel or book-birthday-cruise-ship-brother-love-rivalry-search-writer-ego-injury,1294515.1951667883,1197177.2992017113
The Fighter,movie,"Action,Biography,Drama",David O. Russell,"Keith Dorrington,Paul Tamasy,Eric Johnson,Scott Silver",7.8,397495.0,"Glenn Ruehland,Rodolfo Hoyos Jr.,Jack Gordon,Charles Davis,Lee J. Cobb,Kostas Fotodimos,Peter Graves,Tom McBeath,Kostas Bakalis,Daniel Jade Levia,Andy Griffith,Melissa McMeekin,Richard Stephenson Winter,Carlos Gómez,Geoffrey Deuel,Gerald S. O'Loughlin,Julian London,Allan Royal,Christian Drake,Robert McCollum,Richard Foo,Roberta Haynes,Joe Maross,Leonardo Silvini,Bradford Jackson,Rodd Houston,Mark Morris,Harley Hopkins,Karim Kiram,Michael Landon,Bob Carter,Hidekun Hah,Joseph Barone,Paw Henriksen,Norma Crane,Ng Hong Aik,George Cleveland,Scott Doughty,Sheldon Rosen,Ana Layevska,Jan Clayton,Mark Wahlberg,Karl Swenson,Nicolas Bro,Richard Conte,Ryan Ward,Jack Warden,Ellen Corby,Sean McCann,Douglass Dumbrille,Katherine MacGregor,Jourdan Fremin,Steven Anderson,Frank Lovejoy,Paul Coster,John Caesar,Jill Quigg,Eddie Frias,Tuks Tad Lungu,Arthur Housman,Amy Adams,Melissa Sue Anderson,John Meyer,Jeff Inman,Peter Byrne,George Touliatos,Laurie Jago,Kostas Antoniou,Conrado David Canales,Angel Confiado,Julie Sommars,Chris Owens,Nicholas Donnelly,Emily Hornsby,Pepi Stavropoulou,Robert Henry,Susan Krebs,Herman Hack,William Windom,Marjie Lawrence,Giannis Nikolaidis,Hugh Sanders,Roy De Nani,Jeff Wincott,Dan Ginnane,Wren Roberts,Dean Van Damme,Gordon Jones,Melissa Gilbert,Bianca Hunter,Clark Johnson,Erica McDermott,Pamela Jean Bryant,Kenji Sawahii,Brandon Micheal Hall,Osita Iheme,Dane Clifford Wolfe,Eugene Clark,Brian McDermott,Karine Vanasse,Rafael Amaya,Gregory Harrison,Richard Thomas,Mary Beth McDonough,Jeff Johnson,Susan Hogan,Craig Ashley,Erik Clausen,Wanda De Jesus,Erica Van Wagener,Linden Ashby,Fryni Arvaniti,Funke Akindele,Ryan Christopher Keys,Ray Kellogg,Tony Munoz,Kyle Hebert,Mickey O'Keefe,Melissa Leo,Justin Lord,Bill Baldwin,Eric Hsiao,Philip Akin,Jan Arvan,Stephen Mendel,Andrew Leighton,Michael Learned,Trey Nielsen,Adrian Paul,Miguel Fernandes,Lassie the Dog,Franco Guerrero,Christopher Allport,Frank Silvera,Violett Beane,William Thunhurst Jr.,Jan Harrison,Danny Holland,Robert F. Simon,Greg Morris,Matthew Gilmore,Michael Constantine,Chris Baker,David W. Harper,Sidney Greenbush,Chinedu Ikedieze,Julian Cheah,Tom Dillon,Masali Baduza,Tony Laxa,Steve Rackman,William Smith,Giorgos Sfetas,Jean Hersholt,Anthony Vander,Clyde Berning,Jonathan Park,Deborah Grover,Cynthia Sosa,Geoffrey Adams,John Horn,Victoria Nestorowicz,Eric Scott,Russell Roberts,Benny Urquidez,Paul Haley,Noble 'Kid' Chissell,Bruce Weitz,Russell Custer,Gavin MacLeod,Kevin Hagen,Jenifer Shaw,Lim Lean Hun,Jeremy Inman,Jim Byrnes,Happy Anderson,Josh Segarra,Ken Foree,Joe Morton,Scott Hylands,Steven Marlo,Macdonald Carey,Simon Jago,Richard Norton,Martin Garralaga,Giorgos Souxes,Chloe Amour,Sidwell Diamond Ralitsoele,Lynda Day George,Marie Windsor,Katie Otten,Jesse Argueta,Richard Bakalyan,Francesca Ling,Jessica N Johnson,Glynnis O'Connor,Patrick Waltz,Tony Burton,Jack McGee,Caitlin Parlee,Phil Rash,Nancy Stafford,Bill Walker,Christian Bale,Karen Grassle,Vanessa Brown,Oliver Ike,Suraj Sharma,David Froman,Ralph Waite,Josip Elic,Juan Crippa,Stan K. Amandi,Colin Dunn,Michael Fox,Perry Lopez,Paige Nola,Javicia Leslie,Gene Barry,Wonder Russell,Robert Englund,John Blythe,Judy Norton,Winifred Westover,Doug Burks,Jon Rugan,Precious Kalu,Sue England,Jon Walmsley,Joe De Santis,Zhenyu Li,Chris Sfetas,Peter Crafts,Walker Edmiston,Ernest Lawford,Margarita Niania,Réal Andrews,Timothy Mantil,Lykke Sand,Tommy Rettig,Clarence Gilyard Jr.,Lurene Tuttle,Herbert Jefferson Jr.,Ty Granderson Jones,Ida Lupino,George Stewart,Rachel Lindsay Greenbush,Nicholas Lea,Ng Hong Lee,Richard Coca,Ryan Casey,Roxanne Reese,Stuart Whitman,Edward Ashley,Daniel Morgan,Robert Patten,Brette Taylor,Claire Carleton,Erica Gimpel,Dennis Dimster,Jack Lomas,Robert J. Wilke,Stan Kirsch,Howard Duff,Christopher Hocking,Larry Semon,Yuyao Wu,Javed Khan,Cristobal Aracena,Steve Inwood,Jaeme Velez,Conway Tearle,Sid Tomack,Lou Krugman,Bruce Wendell,Nello Nayo,Clayton Evertson,Warren Cook,Richard Bull,Will Geer,Kory Desoto,Mansi Dovhal,Peter Lupus,Argentina Brunetti,David Dencik,Daniel Ong,Daniel Mars,Susan Kellermann,Ron Gonzalez,Pat Hingle,Cali Timmins,Helen Lindroth",en,Paramount,2010-12-10,25000000.0,9361700.9,116.0,irish-american-boxer-biography-family business -sports-dysfunctional family-family conflict-hometown-boxing trainer-crack addict-lowell massachusetts-blue collar worker-church bells-documentary filmmaking-jumping rope-shadow boxing-duringcreditsstinger-boxing-professional athlete-black sheep-devoted girlfriend-local hero,123764.91680885712,1667280.8697088407
St. Trinian's,movie,"Comedy,Family","Oliver Parker,Barnaby Thompson","Piers Ashworth,Jamie Minoprio,Nick Moorcroft,Ronald Searle,Jonathan M. Stern",5.8,24071.0,"Jodie Whittaker,Talulah Riley,Kathryn Drysdale,Antonia Bernath,Lily Cole,Tamsin Egerton,Gemma Arterton,Amara Karan,Juno Temple,Rupert Everett",en,UK Film Council-Ealing Studios-Fragile Films-Entertainment Film Distributors,2007-12-21,0.0,29066681.0,101.0,solidarity-snake-exhibit-musical-shenanigan-chaos-quiz-receiving of stolen goods-girls' boarding school-unorthodox-debt-principal-anarchy-group of friends-duringcreditsstinger-distillery,4836492.8429392455,4500784.174079228
Detective Conan: The Fourteenth Target,movie,"Adventure,Animation,Crime",Kenji Kodama,"Gôshô Aoyama,Toyohiko Okuyama,Mitomu Asai,Kazunari Kouchi,Jeremy Carlile,Mike McFarland",7.3,3342.0,"Akira Kamiya,Minami Takayama,Chafûrin,Ikue Ôtani,Wakana Yamazaki,Kappei Yamaguchi,Wataru Takagi,Yukiko Iwai,Miyuki Ichijô,Gara Takashima",ja,TOHO-Kyokuichi-Tokyo Movie,1998-04-19,0.0,16330622.0,100.0,revenge-murder-mystery,4062308.296916168,5026849.274923514
The Conspirator,movie,"Crime,Drama,History",Robert Redford,"James D. Solomon,Gregory Bernstein",6.9,30426.0,"S. Scott Conner,Robin Wright,J. Michael Oliva,Alexis Bledel,Evan Rachel Wood,George Macready,James McAvoy,Pat McGeehan,Eitarô Shindô,Kevin Kline,Forrest Fyre,Kinnosuke Nakamura,Ryoko Yamamoto,James Badge Dale,Colm Meaney,Romy McKeever,Jeff Ripley,Robert Urich,Leonie McDonagh,Shûji Sano,John Hoyt,Dan O'Herlihy,Glenn Buswell,Laurie O'Brien,Justin Long,Ken Fanning,William Schallert,Noriko Kitazawa,Tom Mason,Tom Wilkinson,Danny Huston,Ryûnosuke Tsukigata,Hiroko Sakuramachi,Quentin Drew,Vera Miles,James Pickens Jr.,Haruko Sugimura,Derek Drummond,Kaneko Iwasaki,Chiyonosuke Azuma",en,Wildwood Enterprises-American Film Company,2010-09-10,25000000.0,15478800.0,122.0,president-conspiracy-lawyer-trial-boarding house-military tribunal-historical-union-private club,3263463.2806330565,4029551.768354548
Hugo,movie,"Adventure,Drama,Family",Martin Scorsese,"John Logan,Brian Selznick",7.5,342358.0,"Graça Ferreira,Tygo Gernandt,Aus Greidanus Jr.,Mónica Garcez,Samara Claros,Nadia Barentin,Josh Spurgin,Rudy Pavich,Dani Rovira,Danney Paul,Adriana Aizemberg,Ryan Broussard,Linus Karp,Camille Verrier,Tim Coldwell,Pablo Oliveros,Harri Hyttinen,Billy Lockwood,Juanma Mallen,Victoria Luco,Michael Stuhlbarg,Matt Spease,Pablo Pereyra,Sandro Larenas,Gina Laline,Johanna Kirby,John Tunnell,Patrick Stewart,Chauntal Lewis,Scott Caan,Dominic Guard,Tessa James,Floella Benjamin,Melisa Echarren,Matthew Arkin,Ana Rivas,Christopher Lee,Jeffrey von Meyer,Paula Celieres,Frances de la Tour,Arden Alfonso,Bre Blair,Smaïl Mekki,Asa Butterfield,Dania Ramirez,Virginie Lemoine,Bea Haxby,Fermín Santamaría,Sacha Baron Cohen,Alina Santamaría,Eija Ahvo,Michael Cogan,Franz Gómez,Antoine Férey,Ali Sürmeli,Charlie Hodges,Lucie Barret,Sam Hunt,Bede Mullan,Stuart Fox,Georgia Flood,Geoffrey Freshwater,María Luz Resoagli,Sasha Cocola,Isaac Gold,Fred Cross,Ergin Karabulut,Luis Campos,Sammy Azero,Barbara Flynn,Chris Gannon,Pablo de la Torre,Sianoa Smit-McPhee,Helen McCrory,Monica Ferrer,Drew Colby,Jack Spellman,Raphaëline Goupilleau,Lucy Kane,Ben Kingsley,Daniela Salerno,Marco Santamaría,Diana Greentree,Eduardo Santamaria,Petey Gibson,Frederico Trancoso,Olga Ayala,Susana Coppari,Doriane Louisy Louis-Joseph,Rianne Cloudie,Joe Heath,Lucian Xanthos,Emily Mortimer,Christina Roz,Christian Charmetant,Pablo Gallo,Patricia Peñalver,Oliver Grimm,Ray Winstone,Yvonne Brewster,Chloë Grace Moretz,Annie Savage,Hunter Johnson,Nathan Moore,Ginette Garcin,Graham Verchere,Adeola Role,Fivel Stewart,André Jewson",en,Paramount-Infinitum Nihil-GK Films,2011-11-22,170000000.0,18577016.0,126.0,library-based on novel or book-movie business-clock-museum-key-steampunk-orphan-robot-automaton-hiding-filmmaking-leg brace-doberman-railway station-based on young adult novel,7443489.278035311,5687507.229100278
City of Ember,movie,"Adventure,Drama,Family",Gil Kenan,"Caroline Thompson,Jeanne Duprau",6.4,71261.0,"David Ryall,Andrew Foley,Tim Robbins,Bill Murray,Ashton Stage,Ryan Koester,Philip Jesensky,Mary Kay Place,Ava Croonborg,Hope Rothas,Aidan Embrey,Saoirse Ronan,B.J. Hogg,Kate O'Neill,Harry Treadaway,Mackenzie Crook,Toby Jones,Dennis Szczech,Joey Meister,Ian McElhinney",en,Playtone-Walden Media,2008-10-07,55000000.0,17869048.0,90.0,underground world-mayor-post-apocalyptic future-dystopia-puzzle-steampunk-box-pipeworks,7779270.091460435,5976966.665050137
The Day the Earth Stood Still,movie,"Adventure,Drama,Sci-Fi",Scott Derrickson,"David Scarpa,Edmund H. North",5.5,182128.0,"Robert Knepper,Hugh Marlowe,Lock Martin,Frances Bavier,George A. Lewis,Jon Hamm,Sam Jaffe,John Cleese,Doug Walker,Kathy Bates,Bob Carter,Kyle Chandler,Vince Cruz,Larry Arnold,Jaden Smith,Michael Rennie,Walter Bacon,Keanu Reeves,Patrick Aherne,Josh Skinner,Patricia Neal,Jennifer Connelly,Billy Gray,James Hong,John Rothman,Annie Ruby",en,Dune Entertainment III-Earth Canada Productions-Hammerhead Productions-3 Arts Entertainment-20th Century Fox,2008-12-10,80000000.0,23309385.9,104.0,extraterrestrial technology-spacecraft-ultimatum-evacuation-panic-government-remake-ufo-alien-end of the world-giant robot-tank-social commentary-power outage-interrogation-environmentalism-threat-alien contact-central park-messenger-nanobots-disintegration,1902506.3734360824,10350200.810981536
Solomon Kane,movie,"Action,Adventure,Fantasy",M.J. Bassett,"M.J. Bassett,Robert E. Howard",6.1,78518.0,"Richard Ryan,Rachel Hurd-Wood,Christian Dunkley-Clark,Robert Orr,Red Cynic,Max von Sydow,Frantisek Deak,Mark O'Neal,Ian Whyte,James Purefoy,Pete Postlethwaite",en,Davis Films-Czech Anglo Productions-Wandering Star Pictures-Essential Entertainment,2009-09-16,45000000.0,19652185.0,104.0,mercenary-murder-puritan-sorcerer-trap-gothic horror-covered wagon-monastery-mercy killing-healing-hanged body-pile of gold-16th century-sword and sorcery,4811670.468094436,4658470.75570667
Miss Pettigrew Lives for a Day,movie,"Comedy,Romance",Bharat Nalluri,"David Magee,Simon Beaufoy,Winifred Watson",7.0,30144.0,"Clare Clifford,Frances McDormand,David Alexander,Amy Adams,Beatie Edney,Christina Cole,Ciarán Hinds,Stephanie Cole,Shirley Henderson,Sarah Kants",en,Focus Features-Kudos-Shine Pictures-Twins Financing-Keylight Productions,2008-03-07,0.0,16724933.0,92.0,london england-england-based on novel or book-jazz singer or musician-jazz club-pianist-governess-high fashion-eve of world war ii,1822467.576228539,3658816.901835793
Little Fockers,movie,"Comedy,Romance",Paul Weitz,"Greg Glienna,Mary Ruth Clarke,John Hamburg,Larry Stuckey",5.5,122469.0,"Kevin Hart,Laura Dern,Dustin Hoffman,Teri Polo,Christine Tsuzaki,Jessica Alba,Ben Stiller,Barbra Streisand,Mathew Buck,Blythe Danner,Owen Wilson,Robert De Niro",en,Paramount-DreamWorks Pictures-Universal Pictures-Everyman Pictures-Relativity Media-Tribeca Productions,2010-12-21,100000000.0,31065058.5,98.0,nurse-cat-father-in-law-vomit-viagra-overbearing father-duringcreditsstinger,10293914.46604882,10907807.755897416
The Junior Olsen Gang and the Silver Mine Mystery,movie,Family,Arne Lindtner Næss,Arne Lindtner Næss,4.8,313.0,"Robert Opsahl,Daniel Damvall,Ole Martin Wølner,Ole Martin Synnes,Jakob Beranek Hvattum,Ola Isaac Høgåsen Mæhlen,Tora Hagen Frogner,Sindre Tveiten,Jacob Vigeland,Maren Eikli Hiorth",no,Nordisk Film Denmark,2007-02-02,0.0,3130306.0,94.0,,743266.0471452241,1652907.9189621916
A Perfect Getaway,movie,"Drama,Mystery,Thriller",David Twohy,David Twohy,6.5,78095.0,"Steve Zahn,Peter Navy Tuiasosopo,Aqueela Zoll,Marley Shelton,Anthony Ruivivar,Wendy Braun,Michael Wayne Foster,Kiele Sanchez,Milla Jovovich,Chris Hemsworth,Timothy Olyphant,Dale Dickey",en,Relativity Media-Rogue-QED International-Tooley Productions,2009-06-08,14000000.0,22852638.0,98.0,hawaii-honeymoon-double murder-murder-whodunit,4690655.684940038,3878238.716905985
When Night Falls,movie,"Horror,Thriller",Alex Galvin,Alex Galvin,5.1,528.0,"Sylvia Rands,Tania Nolan,Daniel Kleen,Jamere Stevenson,Rosella Hart,Laura Bradley,Helen Park,Sarah Foti,Gerald Bryan,Richard Nichol,Mike Bodnar,Arkwright,Nai An,Arthur Bussières Gallant,Cyx,Kate Wen,Kevin Keys,Alex Galvin,Ming Sun,Carla Feakin,Nicolas Sardi,Annie Clark,Hoyt Richards,Madison Raven",en,Galvinized Films-Scave Productions-Sirocco Post,2007-09-20,0.0,22000.0,83.0,nurse-new zealand-evil doctor-1930s-female serial killer-care home-wairarapa new zealand,-354.3897938658545,9793.683352080154
